"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"CENTROSOME_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/CENTROSOME_ORGANIZATION_AND_BIOGENESIS",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEMOPOIESIS","http://www.broadinstitute.org/gsea/msigdb/cards/HEMOPOIESIS",33727,74,38,75,0,0,0.0811593941743832,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MICROTUBULE_BASED_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_BASED_PROCESS",33727,74,38,82,0,0,0.0883983942248324,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_AXONOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_AXONOGENESIS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APOPTOTIC_NUCLEAR_CHANGES","http://www.broadinstitute.org/gsea/msigdb/cards/APOPTOTIC_NUCLEAR_CHANGES",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INDUCTION_OF_APOPTOSIS_BY_EXTRACELLULAR_SIGNALS","http://www.broadinstitute.org/gsea/msigdb/cards/INDUCTION_OF_APOPTOSIS_BY_EXTRACELLULAR_SIGNALS",33727,74,38,27,0,0,0.0299907063614281,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAMETE_GENERATION","http://www.broadinstitute.org/gsea/msigdb/cards/GAMETE_GENERATION",33727,74,38,114,1,0.0087719298245614,0.00735358047154714,1,"HMGCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_TOXIN","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_TOXIN",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_BINDING","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_BINDING",33727,74,38,28,0,0,0.031084485386896,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_COMPONENT_DISASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_COMPONENT_DISASSEMBLY",33727,74,38,33,0,0,0.0365353923441425,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMMUNE_SYSTEM_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/IMMUNE_SYSTEM_DEVELOPMENT",33727,74,38,81,0,0,0.0873676616308235,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSLATIONAL_INITIATION","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSLATIONAL_INITIATION",33727,74,38,39,0,0,0.0430370754985395,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHOTOTRANSDUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/PHOTOTRANSDUCTION",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGIONALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGIONALIZATION",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/ORGANELLE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,473,1,0.00211416490486258,0.0992190676164991,1,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CELL_CYCLE",33727,74,38,79,0,0,0.0853027910404739,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HETEROPHILIC_CELL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/HETEROPHILIC_CELL_ADHESION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_INTEGRITY_CHECKPOINT","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_INTEGRITY_CHECKPOINT",33727,74,38,24,0,0,0.026702150911706,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STEROID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/STEROID_METABOLIC_PROCESS",33727,74,38,71,0,0,0.0769977246348996,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTABLISHMENT_OF_CELLULAR_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/ESTABLISHMENT_OF_CELLULAR_LOCALIZATION",33727,74,38,353,1,0.0028328611898017,0.0599965837189025,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKELETAL_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/SKELETAL_DEVELOPMENT",33727,74,38,103,1,0.00970873786407767,0.00604406801874114,1,"FBN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS",33727,74,38,154,1,0.00649350649350649,0.0130759059192336,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_GROWTH","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_GROWTH",33727,74,38,58,1,0.0172413793103448,0.00196351427951549,1,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_TRANSPORT",33727,74,38,88,0,0,0.0945590283848327,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PROTEIN_POLYMERIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PROTEIN_POLYMERIZATION",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPID_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/LIPID_TRANSPORT",33727,74,38,28,0,0,0.031084485386896,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMICAL_STRUCTURE_MORPHOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/ANATOMICAL_STRUCTURE_MORPHOGENESIS",33727,74,38,376,1,0.00265957446808511,0.0670037449704441,1,"DCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_RESPONSE_TO_STRESS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_RESPONSE_TO_STRESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS",33727,74,38,120,1,0.00833333333333333,0.00811714274348255,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_PROTEIN_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_PROTEIN_CATABOLIC_PROCESS",33727,74,38,58,1,0.0172413793103448,0.00196351427951549,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MUSCLE_CONTRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MUSCLE_CONTRACTION",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_LIGHT_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_LIGHT_STIMULUS",33727,74,38,46,0,0,0.0505683884569994,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_TRANSLATIONAL_INITIATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_TRANSLATIONAL_INITIATION",33727,74,38,31,0,0,0.034358622070087,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT",33727,74,38,130,0,0,0.136562626699492,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_TARGETING","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_TARGETING",33727,74,38,109,0,0,0.115803653385609,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MONOVALENT_INORGANIC_CATION_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/MONOVALENT_INORGANIC_CATION_HOMEOSTASIS",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MITOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MITOSIS",33727,74,38,41,0,0,0.0451947946073955,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXONOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/AXONOGENESIS",33727,74,38,43,0,0,0.0473477763320843,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HOMOPHILIC_CELL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/HOMOPHILIC_CELL_ADHESION",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_AMINO_ACID_AUTOPHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_AMINO_ACID_AUTOPHOSPHORYLATION",33727,74,38,31,0,0,0.034358622070087,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERCELLULAR_JUNCTION_ASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/INTERCELLULAR_JUNCTION_ASSEMBLY",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAINTENANCE_OF_CELLULAR_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/MAINTENANCE_OF_CELLULAR_LOCALIZATION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS",33727,74,38,35,0,0,0.0387073845403192,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_ORGANIZATION_AND_BIOGENESIS",33727,74,38,30,0,0,0.0332684419589329,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PURINE_NUCLEOTIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PURINE_NUCLEOTIDE_METABOLIC_PROCESS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_IMPORT","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_IMPORT",33727,74,38,62,0,0,0.0675667521102357,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POST_GOLGI_VESICLE_MEDIATED_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/POST_GOLGI_VESICLE_MEDIATED_TRANSPORT",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEXUAL_REPRODUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/SEXUAL_REPRODUCTION",33727,74,38,139,1,0.00719424460431655,0.010758344744083,1,"HMGCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERPHASE","http://www.broadinstitute.org/gsea/msigdb/cards/INTERPHASE",33727,74,38,68,1,0.0147058823529412,0.00268680308817757,1,"BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_ANGIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_ANGIOGENESIS",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MONOCARBOXYLIC_ACID_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/MONOCARBOXYLIC_ACID_TRANSPORT",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPITHELIAL_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/EPITHELIAL_CELL_DIFFERENTIATION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TISSUE_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/TISSUE_DEVELOPMENT",33727,74,38,138,0,0,0.144345325924059,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARBOHYDRATE_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/CARBOHYDRATE_TRANSPORT",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_STEROID_HORMONE_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_STEROID_HORMONE_STIMULUS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSCLE_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/MUSCLE_CELL_DIFFERENTIATION",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYTOKINE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOKINE_METABOLIC_PROCESS",33727,74,38,42,0,0,0.0462718770097261,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUPEROXIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SUPEROXIDE_METABOLIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_TRANSLATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_TRANSLATION",33727,74,38,93,0,0,0.0996619069937053,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMINO_ACID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AMINO_ACID_METABOLIC_PROCESS",33727,74,38,78,1,0.0128205128205128,0.0035169036292271,1,"BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHOTORECEPTOR_CELL_MAINTENANCE","http://www.broadinstitute.org/gsea/msigdb/cards/PHOTORECEPTOR_CELL_MAINTENANCE",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERLEUKIN_8_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/INTERLEUKIN_8_BIOSYNTHETIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEFENSE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/DEFENSE_RESPONSE",33727,74,38,270,1,0.0037037037037037,0.0371561564928101,1,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
