"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136"
"MORF_RFC1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RFC1",4880,518,136,110,1,0.00909090909090909,0.95692717444141,1,"PCBP3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RFC4","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RFC4",4880,518,136,150,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RFC5","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RFC5",4880,518,136,76,2,0.0263157894736842,0.631232002659847,1,"AFF2","IPCEF1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RPA1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RPA1",4880,518,136,61,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RPA2","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RPA2",4880,518,136,191,1,0.00523560209424084,0.995945891212336,1,"PCBP3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RRM1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RRM1",4880,518,136,102,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_STK17A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_STK17A",4880,518,136,171,5,0.0292397660818713,0.521885246435828,1,"SULT4A1","NOS2","DGCR9","SEZ6L","AFF2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SMC1L1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SMC1L1",4880,518,136,62,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SP3","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SP3",4880,518,136,80,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SOD1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SOD1",4880,518,136,277,2,0.0072202166064982,0.997028770062224,1,"SEC61G","CDK4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_TERF1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_TERF1",4880,518,136,65,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_TERF2IP","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_TERF2IP",4880,518,136,112,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_TFDP2","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_TFDP2",4880,518,136,231,7,0.0303030303030303,0.466204686535933,1,"FRY","CAMK4","SULT4A1","NOS2","NTNG2","ABCC8","DGCR9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_UNG","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_UNG",4880,518,136,76,1,0.0131578947368421,0.885253063673364,1,"CDK4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_MYC","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_MYC",4880,518,136,79,1,0.0126582278481013,0.89472706272241,1,"IPCEF1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_XPC","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_XPC",4880,518,136,62,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_XRCC5","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_XRCC5",4880,518,136,234,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_AATF","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_AATF",4880,518,136,205,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_ACP1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_ACP1",4880,518,136,210,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_ACTG1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_ACTG1",4880,518,136,138,2,0.0144927536231884,0.902998828361355,1,"TAGLN2","CLIC1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_ANP32B","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_ANP32B",4880,518,136,197,1,0.0050761421319797,0.996602508554586,1,"CLIC1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_AP2M1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_AP2M1",4880,518,136,217,1,0.00460829493087558,0.998117886585859,1,"CLIC1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_AP3D1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_AP3D1",4880,518,136,128,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_ARAF1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_ARAF1",4880,518,136,78,3,0.0384615384615385,0.371209733531207,1,"PCBP3","TUB","TNK2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_ARL3","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_ARL3",4880,518,136,307,16,0.0521172638436482,0.0107233945865971,1,"STAC","INA","FRY","CAMK4","SULT4A1","RGS7","NOS2","CALN1","NTNG2","AFF2","ABCC8","GABRB2","GABRA1","DGCR9","SEZ6L","NRXN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
