Gene,logFC,logCPM,LR,PValue,FDR,gid
SCGB2A1,-0.931076412,3.480815283,22.42925037,2.18E-06,0.000163777,SCGB2A1
ANKRD44-AS1,-0.932022066,4.991493298,24.66385579,6.83E-07,7.75E-05,ANKRD44-AS1
LOC101927057,-0.935271562,8.761667648,16.17741676,5.77E-05,0.001002556,LOC101927057
LOC105373449,-0.935986048,0.573005639,14.26990251,0.000158377,0.001944949,LOC105373449
CASC8,-0.937358141,1.366664887,11.51960158,0.000688661,0.00536474,CASC8
LOC102724785,-0.938429913,1.442627487,9.081727812,0.00258176,0.013794654,LOC102724785
GIHCG,-0.942549778,5.100508319,25.72011903,3.95E-07,5.68E-05,GIHCG
LOC101927635,-0.943285465,0.329734746,12.95376687,0.000319278,0.003163195,LOC101927635
GPR85,-0.943467531,1.294149132,12.40973114,0.000427102,0.003874039,GPR85
MUC12-AS1,-0.950369009,2.259606858,23.15818798,1.49E-06,0.000128787,MUC12-AS1
LOC101927238,-0.952138749,0.552143111,13.482194,0.000240838,0.002610033,LOC101927238
TEX26,-0.958379735,5.683208939,29.0618424,7.01E-08,2.35E-05,TEX26
COMMD8,-0.960723348,4.383213652,27.2995945,1.74E-07,3.63E-05,COMMD8
C8orf89,-0.962035546,0.431434783,14.51482547,0.000139061,0.001793038,C8orf89
SPA17,-0.962916962,7.09907885,25.91744672,3.56E-07,5.47E-05,SPA17
AKAP14,-0.978224735,6.21167497,24.92239324,5.97E-07,7.32E-05,AKAP14
DPY30,-0.980088376,6.144374498,30.15891554,3.98E-08,1.88E-05,DPY30
ADH6,-0.984670006,3.986258076,31.53743862,1.96E-08,1.18E-05,ADH6
NME5,-0.987082607,6.531574336,25.57401129,4.26E-07,5.90E-05,NME5
LOC105377142,-0.987989235,1.353948486,6.992406112,0.008185624,0.032058019,LOC105377142
LINC01571,-0.99100282,2.521556841,21.4869612,3.56E-06,0.000193796,LINC01571
HBB,-0.994376397,3.990879516,29.7894994,4.82E-08,1.97E-05,HBB
RLN1,-0.997087747,0.727747249,16.5746191,4.68E-05,0.000866875,RLN1
ETFRF1,-1.001396066,2.737440122,17.28702365,3.21E-05,0.000678931,ETFRF1
WDR72,-1.002972451,1.854910222,18.56990258,1.64E-05,0.000459849,WDR72
LINC00643,-1.006473097,1.965580314,18.70735833,1.52E-05,0.000442335,LINC00643
CCDC152,-1.008461301,-0.410621914,10.37690181,0.001276016,0.008247423,CCDC152
LDHC,-1.009715392,1.25239457,7.648316723,0.005682532,0.02444735,LDHC
LRRIQ3,-1.010890979,3.037438893,16.82964859,4.09E-05,0.000799011,LRRIQ3
LOC101929974,-1.016672216,0.013745101,10.64121222,0.001105952,0.007446085,LOC101929974
ELOA-AS1,-1.017405963,2.437037602,22.94304707,1.67E-06,0.000137738,ELOA-AS1
CFAP300,-1.017500117,6.638970457,28.2263057,1.08E-07,2.81E-05,CFAP300
ENPEP,-1.019746149,2.565317589,16.35329018,5.26E-05,0.000942983,ENPEP
LOC105372076,-1.028952668,2.53281979,29.06822923,6.99E-08,2.35E-05,LOC105372076
LOC105378000,-1.030657047,0.367058927,14.704314,0.000125758,0.001675404,LOC105378000
NNMT,-1.030766484,0.352947838,5.118036344,0.023678396,0.068243116,NNMT
MIR34C,-1.031450994,1.726751146,15.50822061,8.21E-05,0.00126745,MIR34C
LOC105373440,-1.041048497,1.366717861,9.515796327,0.002037107,0.011539692,LOC105373440
C11orf74,-1.041396811,5.716674767,39.00001213,4.24E-10,6.32E-07,C11orf74
HSD17B13,-1.042955486,0.12144128,12.26926013,0.000460481,0.004086699,HSD17B13
B4GALT1-AS1,-1.04743105,0.801203048,14.19510304,0.000164799,0.001996598,B4GALT1-AS1
TNNC1,-1.052332035,1.688733882,9.065763031,0.002604398,0.013891044,TNNC1
LOC101927857,-1.052823233,2.072350101,20.74102785,5.26E-06,0.000236034,LOC101927857
C15orf65,-1.053083879,3.016733249,22.72379346,1.87E-06,0.000149482,C15orf65
LOC107985588,-1.054301338,0.141388785,14.03102181,0.000179819,0.002129902,LOC107985588
VWA8-AS1,-1.054486342,2.866494153,22.46517482,2.14E-06,0.000161615,VWA8-AS1
GS1-594A7.3,-1.060063574,-0.269156248,5.149768764,0.023249469,0.067315167,GS1-594A7.3
CDKL4,-1.070437516,0.094015633,12.95331221,0.000319356,0.003163195,CDKL4
HRAT5,-1.088015858,0.353297364,11.71488019,0.000620023,0.004963141,HRAT5
LOC107985359,-1.089416644,-0.320343729,6.682715482,0.009735221,0.036210418,LOC107985359
DPH6-DT,-1.093878789,-0.440516678,13.2109751,0.000278315,0.002873507,DPH6-DT
STIM2-AS1,-1.096207213,-0.075263736,15.36915494,8.84E-05,0.001330443,STIM2-AS1
LOC105377709,-1.097261493,0.329202704,8.810718852,0.00299466,0.015354679,LOC105377709
SPESP1,-1.100392374,1.564789837,13.48657243,0.000240277,0.002609187,SPESP1
SULT1B1,-1.111507837,-0.015103111,9.452644419,0.002108449,0.01184826,SULT1B1
LOC105370532,-1.116633415,0.274295157,20.93980778,4.74E-06,0.000223716,LOC105370532
ST6GALNAC5,-1.130668391,1.616132445,14.1947466,0.00016483,0.001996598,ST6GALNAC5
GREM1,-1.140895172,-0.322926251,5.618389623,0.017772972,0.055204759,GREM1
LINC01564,-1.146423355,1.941209121,17.22762282,3.32E-05,0.000694662,LINC01564
RLN2,-1.146485818,0.35605017,20.94334372,4.73E-06,0.000223716,RLN2
LOC100506851,-1.151592264,2.522028109,23.38616253,1.33E-06,0.000117446,LOC100506851
LINCR-0003,-1.155641942,-0.210682847,11.98439114,0.00053648,0.00452569,LINCR-0003
LINC00326,-1.170187875,1.717842826,18.41046601,1.78E-05,0.000482918,LINC00326
THY1,-1.170930111,-0.4664489,4.267567773,0.038846496,0.098076962,THY1
LOC107984527,-1.193250193,0.902203214,21.8514274,2.95E-06,0.000187607,LOC107984527
MRLN,-1.19643351,1.672973089,18.00315846,2.21E-05,0.000553362,MRLN
AMTN,-1.201021367,1.90376026,11.63423013,0.000647491,0.005117926,AMTN
S100A7,-1.242489415,0.880197881,11.28648274,0.000780735,0.005838116,S100A7
ANXA10,-1.253932587,4.303455857,10.9924005,0.000914862,0.006527632,ANXA10
LOC105370997,-1.259884256,-0.092018726,20.49702829,5.97E-06,0.00025687,LOC105370997
LOC105378494,-1.273291377,-0.029641184,18.98690459,1.32E-05,0.000403145,LOC105378494
CASC9,-1.294892466,0.24766913,20.87636543,4.90E-06,0.000227691,CASC9
LOC105371956,-1.303532825,0.459601837,28.62252552,8.80E-08,2.51E-05,LOC105371956
CLDN8,-1.321717904,2.815160013,33.89390811,5.82E-09,4.63E-06,CLDN8
LOC101928351,-1.356079677,0.747291266,24.48007563,7.51E-07,8.16E-05,LOC101928351
PDGFRB,-1.430348342,-0.549162201,9.432486339,0.002131751,0.011947754,PDGFRB
LOC105378179,-1.514873433,2.857340589,17.2505308,3.28E-05,0.000689205,LOC105378179
LOC105373992,-1.593503862,-0.618268604,11.8580948,0.000574112,0.004728567,LOC105373992
LOC107987206,-1.8158769,3.910816796,19.79672964,8.61E-06,0.000311242,LOC107987206
RN7SL1,-1.820702262,3.908415347,19.88912511,8.21E-06,0.000305956,RN7SL1
RN7SL2,-1.997294102,2.643480031,23.85284143,1.04E-06,0.000101338,RN7SL2
ITGA11,-2.067629169,-0.663613539,13.08102201,0.000298303,0.003017992,ITGA11
COL6A2,-2.084305146,1.624692491,25.20461485,5.16E-07,6.60E-05,COL6A2
BGN,-2.232330421,-0.027575724,20.81654036,5.05E-06,0.000231141,BGN
COL11A1,-2.70512866,-1.449133691,19.85774909,8.34E-06,0.000306598,COL11A1
LUM,-3.736846086,-0.065144224,46.63222656,8.56E-12,1.62E-08,LUM
